ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399006.SZ,20101210,1166.801,1139.828,1167.677,1136.33,1144.531,22.27,1.9458,1569302.49,6674189.0135
399006.SZ,20101213,1209.271,1175.509,1210.753,1175.509,1166.801,42.47,3.6399,2301380.83,9731481.4394
399006.SZ,20101214,1218.52,1211.463,1219.711,1204.664,1209.271,9.249,0.7648,2047676.51,8569487.9363
399006.SZ,20101215,1211.804,1217.808,1224.045,1209.289,1218.52,-6.716,-0.5512,2319263.94,10289328.2349
399006.SZ,20101216,1225.03,1209.62,1233.617,1209.344,1211.804,13.226,1.0914,2127810.07,8816229.5561
399006.SZ,20101217,1232.982,1222.927,1233.389,1222.927,1225.03,7.952,0.6491,2059515.69,8599738.8838
399006.SZ,20101220,1212.337,1235.668,1239.602,1180.529,1232.982,-20.645,-1.6744,2702385.85,11802206.1393
399006.SZ,20101221,1215.022,1212.086,1222.3,1204.478,1212.337,2.685,0.2215,1885949.68,7935691.0892
399006.SZ,20101222,1201.647,1214.772,1215.789,1199.676,1215.022,-13.375,-1.1008,2109499.92,9215363.3465
399006.SZ,20101223,1176.364,1198.737,1200.755,1175.861,1201.647,-25.283,-2.104,1877144.36,8295889.4195
399006.SZ,20101224,1144.502,1170.695,1170.695,1140.134,1176.364,-31.862,-2.7085,1630336.79,7045270.5647
399006.SZ,20101227,1105.296,1145.699,1154.525,1100.517,1144.502,-39.206,-3.4256,1567896.36,6535094.8424
399006.SZ,20101228,1091.483,1098.939,1099.182,1080.398,1105.296,-13.813,-1.2497,1439567.28,5774803.8325
399006.SZ,20101229,1113.31,1091.818,1113.31,1091.818,1091.483,21.827,1.9998,1615975.99,6762599.057
399006.SZ,20101230,1117.214,1113.559,1122.406,1106.429,1113.31,3.904,0.3507,1409447.93,5905897.5393
399006.SZ,20101231,1137.662,1117.36,1138.472,1117.36,1117.214,20.448,1.8303,1391123.62,5869734.2888
399006.SZ,20110104,1155.106,1142.166,1155.518,1140.04,1137.662,17.444,1.5333,1695881.21,7403007.6019
399006.SZ,20110105,1155.349,1153.909,1159.117,1146.38,1155.106,0.243,0.021,1683527.09,7341839.7729
399006.SZ,20110106,1134.792,1153.633,1159.405,1134.089,1155.349,-20.557,-1.7793,1559129.92,6869232.7252
399006.SZ,20110107,1126.517,1132.733,1139.779,1119.614,1134.792,-8.275,-0.7292,1974030.99,9548236.0245
399006.SZ,20110110,1093.765,1124.337,1124.337,1089.056,1126.517,-32.752,-2.9074,1591818.87,7219412.4081
399006.SZ,20110111,1078.365,1089.988,1089.988,1068.399,1093.765,-15.4,-1.408,1376431.64,5853695.8531
399006.SZ,20110112,1089.673,1083.117,1095.516,1071.086,1078.365,11.308,1.0486,1234470.41,5239285.8285
399006.SZ,20110113,1093.856,1094.826,1097.098,1089.672,1089.673,4.183,0.3839,1776971.15,7317823.7817
